dti
13.64
13.77
23.48
20.33
14.28
17.46
9.28
26.13
18.8
18.82
21.91
20.13
27.76
11.23
16.72
28.88
13.32
10.6
19.47
30.18
23
31.38
16.51
31.7
18.07
18.69
27.68
16.6
15.85
5.5
20.74
29.36
17.39
17.19
24.63
9.63
27.76
23.71
11.73
12.45
20.68
10.92
30.87
23.19
33.13
33.53
38.46
9.22
15.65
14.7
10.82
9.59
13.68
12.75
19.54
26.78
13.49
7.19
5.58
18.83
22.88
16.91
4.14
19.08
28.8
9.53
16.85
23.29
9.37
25.41
5.51
12.63
16.2
19.65
28.42
10.56
16.88
17.16
20.67
6.89
16.62
19.89
36.71
7.61
30.56
27.91
27.25
7.75
23.93
23.75
17.53
8.08
18.4
17.38
25.83
18.66
25.15
16.83
5.79
15.06
18.85
23.81
28.1
7.97
15.37
9.05
25.23
27.74
15.51
6.48
4.51
22.36
10.21
12.44
13.1
10.62
12.87
25.2
16.55
4.76
30.41
30.35
19.9
9.3
35.39
23.58
31.32
10.26
11.59
10.74
9.96
39.73
13.2
9.09
23.66
13.66
18.26
19.06
16.36
34.97
22.79
10.83
11.84
16.92
14.5
15.81
23.23
9.81
16.6
19.24
15.82
9.24
9.95
19.85
27.91
6.24
7.42
15.77
26.21
29.98
10.72
28.64
33.6
20.84
11.89
33.09
32.22
15.91
20.42
27.06
16.84
12.65
7.98
18.13
15.37
25.75
17.02
10.14
11.79
15.43
27.43
18.49
21.21
5.98
19.59
27.68
23.55
17.67
23.96
23.36
24.49
24.62
14.9
13.02
16.56
11.47
9.25
14.36
11.35
14.9
10.08
31.35
17.5
22.01
16.53
16.51
16.26
19.58
13.94
18.77
19.19
15.83
31.17
9.89
37.09
18.71
12.27
17.55
16.02
33.23
4.64
5.01
19.57
20.88
9.66
20.03
31.34
13.73
13.58
25.59
9.92
28.49
6.5
11.88
17.09
6.77
11.95
13.05
19.32
16.71
19.29
18.99
34.92
13.76
17.89
18.3
13.82
13.87
21.28
21.72
20.32
14.54
17.16
22.5
8.1
7.11
5.8
24.15
28.35
29.26
6.27
25.42
22.92
12.03
14.38
29.43
21.33
30.65
19.06
24.49
14.11
21.77
16.08
5.22
5.49
26.05
12.53
16.71
25.25
17.12
11.07
25.34
8.32
27.11
19.67
9.4
31.85
19.74
13.13
26.68
5.7
13.53
9.78
5.36
25.9
17.41
32.34
27.94
19.28
30.65
9.44
17.56
19.28
11.12
27.37
13.48
21.5
3.88
39.65
20.04
9.32
10.86
11.15
20.36
18.53
28.67
17.57
35.59
7.82
22.62
30.52
16.4
23.52
32.69
27.42
13.86
10.61
20.42
20.88
32.1
38.56
21.03
14.97
6.61
4.17
26.68
30.34
15.25
33.92
3.55
8.91
30.56
24.94
9.22
26.06
26.67
10.69
21.54
6.86
16.26
16.56
21.56
16.54
4.12
23.87
23.32
27.2
8.21
7.04
0.95
21.3
18.95
8.95
18.64
21.63
18.42
37.4
27.98
11.38
29.52
28.01
38.41
31.13
23.74
8.25
8.94
15.77
13.51
13.2
17.15
24.29
28.92
10.18
13.17
12.64
28.8
18.6
21.58
20.43
25.94
15.2
20.47
10.27
35.49
25.7
14.77
18.7
5.52
15.63
11.09
15.67
16.07
15.08
13.17
27.6
6.48
29.94
26.47
26.29
5.19
24.46
4.01
26.91
20.03
20.29
26.32
26.57
16.53
17.59
27.13
25.4
16.29
28.59
10.72
9.72
14.47
19.56
4.4
8.22
18.65
1.41
14.52
8.43
30.9
28
11.72
7.15
20.98
24.39
7.85
12.03
16.1
28.74
35.58
16.74
11.3
14.67
15.23
19.17
21.82
26.47
18.01
26.66
22.6
32.07
13.98
26.45
34.51
29.15
25.59
25.62
20.35
17.19
9.33
15.07
20.62
11.33
20.71
27.39
5.6
33.86
26.25
24.59
34.55
11.24
23.8
8.89
13.77
18.36
28.38
32.96
12.4
11.7
24
34.47
20
4.76
21.09
17.05
22.12
6.54
27.96
4.38
7.62
15.92
21.82
31.7
26.64
24.24
23.39
29.54
14.36
16.56
26.49
4.32
38.73
21.01
9.25
11.59
33
28.31
15.4
15.05
18.24
2.51
21.71
11.18
9.09
17.57
21.76
18.55
22.64
20.58
25.27
0.62
25.14
20.65
0.57
10.24
10.02
37.06
7.26
13.53
34.8
7.16
23.16
19.19
23.93
31.31
12.62
22.12
32.04
8.06
14.29
6.42
18.88
18.6
16.09
15.69
9.94
33
16.61
25.68
11.59
18.73
29.97
26.8
34.15
17.2
15.46
14.29
8.2
32.16
15.88
7.32
29.01
16.07
24.17
27.29
20.82
19.86
29.35
23.9
8.7
4.71
14.94
28.48
39.37
29.64
13.95
24.24
10.13
16.7
33.45
2.98
23.06
14.31
9.28
30.35
18.85
23.76
28.85
36.42
15.7
5.69
21.17
7.8
19.19
16.91
13.84
24
11.32
10.93
23.45
20.04
22.32
21.95
36.69
22.77
16.72
14.91
16.19
3.64
30.42
27.88
21.19
39.17
14.21
5.55
5.76
27.3
33.83
23.7
12.51
31.98
26.8
11.67
28.71
20.48
12.83
30.46
16.44
15.12
10.41
19.15
13.65
16.28
8.87
15.47
12.81
21.31
16.26
22.95
25.6
25.09
14.25
8.77
6.45
30.22
16.8
22.67
20.34
25.61
19.42
16.98
24.42
11.02
2.53
12.92
20.46
20.66
12.5
10.77
11.72
21.3
31.04
7.68
15.47
7.47
16.61
13.26
15.19
31.34
22.43
10.29
15.34
12.68
30.04
21.49
8.19
20.59
32.09
7.25
9.62
13.2
29.01
11.52
12.8
29.93
21.18
13.51
22.28
24.97
10.73
10.91
12.99
22.48
15.12
15.09
18.44
18.26
29.44
18.7
13.2
13.42
21.03
21.91
17.92
34.81
30.76
9.41
23.72
15.68
13.02
11.81
10.53
13.92
11.48
16.02
13.19
21.69
5.74
35.63
20.64
23.46
23.33
24.71
37.8
26.94
9.39
25.5
27.4
16.8
21.58
8.03
21.94
35.09
15.9
32.81
32.04
17.48
27.71
18.13
21.33
17.84
10.36
0.62
13.04
2.43
32.19
6.24
13.37
19.7
23.26
35.43
7.98
18.13
3.12
15.83
37.9
22.07
10.72
6.46
15.77
13.95
4.15
7.4
26.7
22.28
18.05
9.04
38.88
25.82
21.63
15.41
18.09
14.1
26.28
29.04
4.5
22.55
28.81
15.33
21.86
8.67
35.48
23.13
10.02
5.6
26.75
5.65
15.55
6.28
4.13
26.79
21.08
23.8
24.97
13.34
33.45
17.04
12.87
23.35
13.3
7.8
12.18
15.13
20.29
34.48
31.39
25.97
25.71
28.53
10.32
12.99
31.71
15.91
23.51
23.46
26.86
9.84
9.43
27.99
13.1
26.35
13.92
25.52
11.16
11.57
10.71
5.17
26.24
19.04
24.12
19.78
10.68
18.37
28.74
28.21
20.56
20.6
9.07
19.39
11.2
11.49
34.21
22.64
30.05
11.73
9.37
27.01
24.48
24.84
29.79
23.56
7.38
29.6
35
30.45
13.29
11.69
13.49
35.52
28.34
14.66
17.03
23.97
13.69
15.33
26.25
18
12.85
8.4
17.05
11.67
38.76
2.09
9.52
21.94
13.6
2.77
14.52
20.36
12.56
6.96
19.8
16.83
11.13
7.03
13.96
15.08
19.21
31
21.42
7.86
21.09
14.3
37.84
32.8
32.11
22.13
22
17.91
15.96
12.87
30.61
14.46
16.21
12.02
19.31
25.08
28.69
22.35
18.18
5.97
21.82
26.75
7.69
15.75
7.94
18.32
12.57
10.07
35.03
13.63
24.6
30.75
24.63
30.24
16.34
5.52
7.44
12.87
17.04
10.63
7.88
24.41
12.58
17.93
21.07
17.2
15.32
12.5
35.3
24.35
33.98
6.81
27.25
24
5.6
27.55
11.73
8.13
21.79
20.09
23.94
13.91
35.65
19.02
23.87
16.19
6.2
26.58
13.63
6.56
17.88
36.92
16.33
8.33
8.4
14.65
23.4
14.55
18.21
15.8
24.24
29.55
15.59
21.3
13.14
18.32
9.37
24.93
21.01
1.42
20.8
7.83
6.75
6.62
33.44
31.18
16.87
14.78
18.22
33.89
28.4
27.86
14.7
5.85
24.09
15.93
12.24
16.06
9.77
26.78
17.8
9.32
18.41
11.58
27.36
27.76
27.36
8.26
28.06
18.33
31.9
26.31
9.48
33.45
24.07
19.62
12.15
14.55
34.73
11.94
1
29.33
26.67
4.92
21.8
7.6
13.98
38.08
12.4
10.16
13.74
29.61
8.9
28.2
8.62
18.07
27.16
8.44
32.61
8.88
7.01
26.48
18.51
14.14
38.57
28.93
15.78
16.44
12.87
29.84
19.49
27.09
22.97
11.09
12.96
8.71
16.49
27.94
16.68
1.86
16.8
12.6
8.95
20.62
20.14
17.3
13.26
24.65
21.58
18.89
13.36
30.49
8.76
30.48
10.45
15.94
15.94
31.03
27.83
33.12
18.27
17
18.62
15.69
31.45
23.04
26.18
24.3
20.24
23.63
7.1
6.71
15.54
19.18
23.14
22.97
16.17
20.78
34.4
17.69
9.87
33.31
29.31
14.79
